sample_a,sample_b,pair_type,similarity
杨戴/铸剑__chunk006,杨戴/阿Q正传__chunk017,same,0.798097
杨戴/铸剑__chunk006,杨戴/风波__chunk001,same,0.846162
杨戴/铸剑__chunk006,杨戴/风波__chunk002,same,0.842240
杨戴/铸剑__chunk006,杨戴/风波__chunk003,same,0.851715
杨戴/铸剑__chunk006,蓝/伤逝__chunk001,cross,0.772176
杨戴/铸剑__chunk006,蓝/伤逝__chunk002,cross,0.728145
杨戴/铸剑__chunk006,蓝/伤逝__chunk003,cross,0.795489
杨戴/铸剑__chunk006,蓝/伤逝__chunk004,cross,0.776510
杨戴/铸剑__chunk006,蓝/伤逝__chunk005,cross,0.732816
杨戴/铸剑__chunk006,蓝/伤逝__chunk006,cross,0.769067
杨戴/铸剑__chunk006,蓝/伤逝__chunk007,cross,0.790954
杨戴/铸剑__chunk006,蓝/在酒楼上__chunk001,cross,0.812803
杨戴/铸剑__chunk006,蓝/在酒楼上__chunk002,cross,0.806855
杨戴/铸剑__chunk006,蓝/在酒楼上__chunk003,cross,0.730318
杨戴/铸剑__chunk006,蓝/在酒楼上__chunk004,cross,0.720712
杨戴/铸剑__chunk006,蓝/奔月__chunk001,cross,0.866817
杨戴/铸剑__chunk006,蓝/奔月__chunk002,cross,0.810907
杨戴/铸剑__chunk006,蓝/奔月__chunk003,cross,0.845539
杨戴/铸剑__chunk006,蓝/奔月__chunk004,cross,0.848820
杨戴/铸剑__chunk006,蓝/孤独者__chunk001,cross,0.809858
杨戴/铸剑__chunk006,蓝/孤独者__chunk002,cross,0.793076
杨戴/铸剑__chunk006,蓝/孤独者__chunk003,cross,0.772087
杨戴/铸剑__chunk006,蓝/孤独者__chunk004,cross,0.803188
杨戴/铸剑__chunk006,蓝/孤独者__chunk005,cross,0.730254
杨戴/铸剑__chunk006,蓝/孤独者__chunk006,cross,0.737537
杨戴/铸剑__chunk006,蓝/孤独者__chunk007,cross,0.791962
杨戴/铸剑__chunk006,蓝/孤独者__chunk008,cross,0.816246
杨戴/铸剑__chunk006,蓝/幸福的家庭__chunk001,cross,0.812446
杨戴/铸剑__chunk006,蓝/幸福的家庭__chunk002,cross,0.825904
杨戴/铸剑__chunk006,蓝/幸福的家庭__chunk003,cross,0.758337
杨戴/铸剑__chunk006,蓝/故乡__chunk001,cross,0.792049
杨戴/铸剑__chunk006,蓝/故乡__chunk002,cross,0.778236
杨戴/铸剑__chunk006,蓝/故乡__chunk003,cross,0.799037
杨戴/铸剑__chunk006,蓝/明天__chunk001,cross,0.794730
杨戴/铸剑__chunk006,蓝/明天__chunk002,cross,0.837962
杨戴/铸剑__chunk006,蓝/狂人日记__chunk001,cross,0.802512
杨戴/铸剑__chunk006,蓝/狂人日记__chunk002,cross,0.748030
杨戴/铸剑__chunk006,蓝/狂人日记__chunk003,cross,0.797590
杨戴/铸剑__chunk006,蓝/社戏__chunk001,cross,0.780517
杨戴/铸剑__chunk006,蓝/社戏__chunk002,cross,0.804631
杨戴/铸剑__chunk006,蓝/社戏__chunk003,cross,0.836271
杨戴/铸剑__chunk006,蓝/社戏__chunk004,cross,0.861540
杨戴/铸剑__chunk006,蓝/祝福__chunk001,cross,0.806046
杨戴/铸剑__chunk006,蓝/祝福__chunk002,cross,0.736537
杨戴/铸剑__chunk006,蓝/祝福__chunk003,cross,0.775358
杨戴/铸剑__chunk006,蓝/祝福__chunk004,cross,0.798373
杨戴/铸剑__chunk006,蓝/祝福__chunk005,cross,0.727940
杨戴/铸剑__chunk006,蓝/祝福__chunk006,cross,0.793790
杨戴/铸剑__chunk006,蓝/祝福__chunk007,cross,0.784782
杨戴/铸剑__chunk006,蓝/离婚__chunk001,cross,0.842674
杨戴/铸剑__chunk006,蓝/离婚__chunk002,cross,0.859221
杨戴/铸剑__chunk006,蓝/离婚__chunk003,cross,0.789181
杨戴/铸剑__chunk006,蓝/肥皂__chunk001,cross,0.811688
杨戴/铸剑__chunk006,蓝/肥皂__chunk002,cross,0.798866
杨戴/铸剑__chunk006,蓝/肥皂__chunk003,cross,0.816079
杨戴/铸剑__chunk006,蓝/肥皂__chunk004,cross,0.819438
杨戴/铸剑__chunk006,蓝/药__chunk001,cross,0.863641
杨戴/铸剑__chunk006,蓝/药__chunk002,cross,0.813986
杨戴/铸剑__chunk006,蓝/药__chunk003,cross,0.845150
杨戴/铸剑__chunk006,蓝/铸剑__chunk001,cross,0.863939
杨戴/铸剑__chunk006,蓝/铸剑__chunk002,cross,0.899489
杨戴/铸剑__chunk006,蓝/铸剑__chunk003,cross,0.879520
杨戴/铸剑__chunk006,蓝/铸剑__chunk004,cross,0.896156
杨戴/铸剑__chunk006,蓝/铸剑__chunk005,cross,0.924800
杨戴/铸剑__chunk006,蓝/铸剑__chunk006,cross,0.944892
杨戴/铸剑__chunk006,蓝/铸剑__chunk007,cross,0.890462
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk001,cross,0.804093
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk002,cross,0.768823
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk003,cross,0.756520
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk004,cross,0.768968
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk005,cross,0.765980
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk006,cross,0.783877
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk007,cross,0.819100
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk008,cross,0.792116
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk009,cross,0.807563
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk010,cross,0.780346
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk011,cross,0.824934
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk012,cross,0.774558
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk013,cross,0.828372
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk014,cross,0.829491
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk015,cross,0.814557
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk016,cross,0.828083
杨戴/铸剑__chunk006,蓝/阿Q正传__chunk017,cross,0.796324
杨戴/铸剑__chunk006,蓝/风波__chunk001,cross,0.815502
杨戴/铸剑__chunk006,蓝/风波__chunk002,cross,0.836292
杨戴/铸剑__chunk006,蓝/风波__chunk003,cross,0.815116
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk001,same,0.796712
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk002,same,0.779548
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk003,same,0.781580
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk004,same,0.793234
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk005,same,0.789586
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk006,same,0.821544
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk007,same,0.811909
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk008,same,0.774351
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk009,same,0.811151
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk010,same,0.826484
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk011,same,0.782873
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk012,same,0.808159
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk013,same,0.859442
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk014,same,0.782755
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk015,same,0.783389
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk016,same,0.810269
杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk017,same,0.820761
杨戴/铸剑__chunk007,杨戴/风波__chunk001,same,0.880375
杨戴/铸剑__chunk007,杨戴/风波__chunk002,same,0.858057
杨戴/铸剑__chunk007,杨戴/风波__chunk003,same,0.892779
杨戴/铸剑__chunk007,蓝/伤逝__chunk001,cross,0.791350
杨戴/铸剑__chunk007,蓝/伤逝__chunk002,cross,0.777853
杨戴/铸剑__chunk007,蓝/伤逝__chunk003,cross,0.836351
杨戴/铸剑__chunk007,蓝/伤逝__chunk004,cross,0.839532
杨戴/铸剑__chunk007,蓝/伤逝__chunk005,cross,0.778527
杨戴/铸剑__chunk007,蓝/伤逝__chunk006,cross,0.799171
杨戴/铸剑__chunk007,蓝/伤逝__chunk007,cross,0.815667
杨戴/铸剑__chunk007,蓝/在酒楼上__chunk001,cross,0.833210
杨戴/铸剑__chunk007,蓝/在酒楼上__chunk002,cross,0.848656
杨戴/铸剑__chunk007,蓝/在酒楼上__chunk003,cross,0.773537
杨戴/铸剑__chunk007,蓝/在酒楼上__chunk004,cross,0.753889
杨戴/铸剑__chunk007,蓝/奔月__chunk001,cross,0.889993
杨戴/铸剑__chunk007,蓝/奔月__chunk002,cross,0.844053
杨戴/铸剑__chunk007,蓝/奔月__chunk003,cross,0.855463
杨戴/铸剑__chunk007,蓝/奔月__chunk004,cross,0.838860
杨戴/铸剑__chunk007,蓝/孤独者__chunk001,cross,0.858882
杨戴/铸剑__chunk007,蓝/孤独者__chunk002,cross,0.832702
杨戴/铸剑__chunk007,蓝/孤独者__chunk003,cross,0.810971
杨戴/铸剑__chunk007,蓝/孤独者__chunk004,cross,0.834695
杨戴/铸剑__chunk007,蓝/孤独者__chunk005,cross,0.767695
杨戴/铸剑__chunk007,蓝/孤独者__chunk006,cross,0.766705
杨戴/铸剑__chunk007,蓝/孤独者__chunk007,cross,0.835434
杨戴/铸剑__chunk007,蓝/孤独者__chunk008,cross,0.827972
杨戴/铸剑__chunk007,蓝/幸福的家庭__chunk001,cross,0.841352
杨戴/铸剑__chunk007,蓝/幸福的家庭__chunk002,cross,0.846197
杨戴/铸剑__chunk007,蓝/幸福的家庭__chunk003,cross,0.771121
杨戴/铸剑__chunk007,蓝/故乡__chunk001,cross,0.826196
杨戴/铸剑__chunk007,蓝/故乡__chunk002,cross,0.798661
杨戴/铸剑__chunk007,蓝/故乡__chunk003,cross,0.837155
杨戴/铸剑__chunk007,蓝/明天__chunk001,cross,0.856642
杨戴/铸剑__chunk007,蓝/明天__chunk002,cross,0.875264
杨戴/铸剑__chunk007,蓝/狂人日记__chunk001,cross,0.810182
杨戴/铸剑__chunk007,蓝/狂人日记__chunk002,cross,0.774110
杨戴/铸剑__chunk007,蓝/狂人日记__chunk003,cross,0.809791
杨戴/铸剑__chunk007,蓝/社戏__chunk001,cross,0.820420
杨戴/铸剑__chunk007,蓝/社戏__chunk002,cross,0.841822
杨戴/铸剑__chunk007,蓝/社戏__chunk003,cross,0.873077
杨戴/铸剑__chunk007,蓝/社戏__chunk004,cross,0.892335
杨戴/铸剑__chunk007,蓝/祝福__chunk001,cross,0.847491
杨戴/铸剑__chunk007,蓝/祝福__chunk002,cross,0.776124
杨戴/铸剑__chunk007,蓝/祝福__chunk003,cross,0.811830
杨戴/铸剑__chunk007,蓝/祝福__chunk004,cross,0.813182
杨戴/铸剑__chunk007,蓝/祝福__chunk005,cross,0.782833
杨戴/铸剑__chunk007,蓝/祝福__chunk006,cross,0.805453
杨戴/铸剑__chunk007,蓝/祝福__chunk007,cross,0.793262
杨戴/铸剑__chunk007,蓝/离婚__chunk001,cross,0.854979
杨戴/铸剑__chunk007,蓝/离婚__chunk002,cross,0.871542
杨戴/铸剑__chunk007,蓝/离婚__chunk003,cross,0.792436
杨戴/铸剑__chunk007,蓝/肥皂__chunk001,cross,0.829816
杨戴/铸剑__chunk007,蓝/肥皂__chunk002,cross,0.843674
杨戴/铸剑__chunk007,蓝/肥皂__chunk003,cross,0.833164
杨戴/铸剑__chunk007,蓝/肥皂__chunk004,cross,0.825295
杨戴/铸剑__chunk007,蓝/药__chunk001,cross,0.870224
杨戴/铸剑__chunk007,蓝/药__chunk002,cross,0.818988
杨戴/铸剑__chunk007,蓝/药__chunk003,cross,0.874196
杨戴/铸剑__chunk007,蓝/铸剑__chunk001,cross,0.888878
杨戴/铸剑__chunk007,蓝/铸剑__chunk002,cross,0.873239
杨戴/铸剑__chunk007,蓝/铸剑__chunk003,cross,0.874279
杨戴/铸剑__chunk007,蓝/铸剑__chunk004,cross,0.890467
杨戴/铸剑__chunk007,蓝/铸剑__chunk005,cross,0.911897
杨戴/铸剑__chunk007,蓝/铸剑__chunk006,cross,0.905759
杨戴/铸剑__chunk007,蓝/铸剑__chunk007,cross,0.928780
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk001,cross,0.807884
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk002,cross,0.813733
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk003,cross,0.790245
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk004,cross,0.808075
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk005,cross,0.781284
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk006,cross,0.822353
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk007,cross,0.823771
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk008,cross,0.827448
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk009,cross,0.825871
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk010,cross,0.818143
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk011,cross,0.844583
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk012,cross,0.802594
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk013,cross,0.878681
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk014,cross,0.849978
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk015,cross,0.822132
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk016,cross,0.818041
杨戴/铸剑__chunk007,蓝/阿Q正传__chunk017,cross,0.816526
杨戴/铸剑__chunk007,蓝/风波__chunk001,cross,0.863555
杨戴/铸剑__chunk007,蓝/风波__chunk002,cross,0.868393
杨戴/铸剑__chunk007,蓝/风波__chunk003,cross,0.852686
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,same,0.916514
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk003,same,0.913832
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk004,same,0.895309
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk005,same,0.855822
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk006,same,0.905508
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk007,same,0.876118
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk008,same,0.892516
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk009,same,0.900908
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk010,same,0.919603
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk011,same,0.906793
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk012,same,0.901519
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk013,same,0.895871
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk014,same,0.870621
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk015,same,0.889532
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk016,same,0.895629
杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk017,same,0.884196
杨戴/阿Q正传__chunk001,杨戴/风波__chunk001,same,0.814329
杨戴/阿Q正传__chunk001,杨戴/风波__chunk002,same,0.805490
杨戴/阿Q正传__chunk001,杨戴/风波__chunk003,same,0.807967
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk001,cross,0.821678
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk002,cross,0.761058
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk003,cross,0.793262
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk004,cross,0.789336
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk005,cross,0.773740
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk006,cross,0.795740
杨戴/阿Q正传__chunk001,蓝/伤逝__chunk007,cross,0.800705
杨戴/阿Q正传__chunk001,蓝/在酒楼上__chunk001,cross,0.841120
杨戴/阿Q正传__chunk001,蓝/在酒楼上__chunk002,cross,0.833781
杨戴/阿Q正传__chunk001,蓝/在酒楼上__chunk003,cross,0.812449
杨戴/阿Q正传__chunk001,蓝/在酒楼上__chunk004,cross,0.787773
杨戴/阿Q正传__chunk001,蓝/奔月__chunk001,cross,0.828696
杨戴/阿Q正传__chunk001,蓝/奔月__chunk002,cross,0.798531
杨戴/阿Q正传__chunk001,蓝/奔月__chunk003,cross,0.807070
杨戴/阿Q正传__chunk001,蓝/奔月__chunk004,cross,0.792653
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk001,cross,0.822665
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk002,cross,0.821333
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk003,cross,0.793587
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk004,cross,0.802919
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk005,cross,0.767516
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk006,cross,0.782398
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk007,cross,0.807065
杨戴/阿Q正传__chunk001,蓝/孤独者__chunk008,cross,0.776040
杨戴/阿Q正传__chunk001,蓝/幸福的家庭__chunk001,cross,0.808020
杨戴/阿Q正传__chunk001,蓝/幸福的家庭__chunk002,cross,0.820010
杨戴/阿Q正传__chunk001,蓝/幸福的家庭__chunk003,cross,0.759230
杨戴/阿Q正传__chunk001,蓝/故乡__chunk001,cross,0.843528
杨戴/阿Q正传__chunk001,蓝/故乡__chunk002,cross,0.793540
杨戴/阿Q正传__chunk001,蓝/故乡__chunk003,cross,0.795223
杨戴/阿Q正传__chunk001,蓝/明天__chunk001,cross,0.798010
杨戴/阿Q正传__chunk001,蓝/明天__chunk002,cross,0.823954
杨戴/阿Q正传__chunk001,蓝/狂人日记__chunk001,cross,0.788554
杨戴/阿Q正传__chunk001,蓝/狂人日记__chunk002,cross,0.766579
杨戴/阿Q正传__chunk001,蓝/狂人日记__chunk003,cross,0.789189
杨戴/阿Q正传__chunk001,蓝/社戏__chunk001,cross,0.809828
杨戴/阿Q正传__chunk001,蓝/社戏__chunk002,cross,0.829409
杨戴/阿Q正传__chunk001,蓝/社戏__chunk003,cross,0.824039
杨戴/阿Q正传__chunk001,蓝/社戏__chunk004,cross,0.808930
杨戴/阿Q正传__chunk001,蓝/祝福__chunk001,cross,0.824446
杨戴/阿Q正传__chunk001,蓝/祝福__chunk002,cross,0.793083
杨戴/阿Q正传__chunk001,蓝/祝福__chunk003,cross,0.793235
杨戴/阿Q正传__chunk001,蓝/祝福__chunk004,cross,0.763814
杨戴/阿Q正传__chunk001,蓝/祝福__chunk005,cross,0.759984
杨戴/阿Q正传__chunk001,蓝/祝福__chunk006,cross,0.780266
杨戴/阿Q正传__chunk001,蓝/祝福__chunk007,cross,0.745060
杨戴/阿Q正传__chunk001,蓝/离婚__chunk001,cross,0.825656
杨戴/阿Q正传__chunk001,蓝/离婚__chunk002,cross,0.795739
杨戴/阿Q正传__chunk001,蓝/离婚__chunk003,cross,0.791619
杨戴/阿Q正传__chunk001,蓝/肥皂__chunk001,cross,0.809509
杨戴/阿Q正传__chunk001,蓝/肥皂__chunk002,cross,0.784562
杨戴/阿Q正传__chunk001,蓝/肥皂__chunk003,cross,0.818126
杨戴/阿Q正传__chunk001,蓝/肥皂__chunk004,cross,0.788614
杨戴/阿Q正传__chunk001,蓝/药__chunk001,cross,0.787981
杨戴/阿Q正传__chunk001,蓝/药__chunk002,cross,0.753194
杨戴/阿Q正传__chunk001,蓝/药__chunk003,cross,0.796800
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk001,cross,0.817303
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk002,cross,0.820504
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk003,cross,0.811756
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk004,cross,0.833778
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk005,cross,0.809688
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk006,cross,0.778928
杨戴/阿Q正传__chunk001,蓝/铸剑__chunk007,cross,0.805612
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk001,cross,0.918716
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk002,cross,0.885602
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk003,cross,0.860177
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk004,cross,0.867330
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk005,cross,0.853252
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk006,cross,0.884529
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk007,cross,0.874893
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk008,cross,0.894866
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk009,cross,0.890638
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk010,cross,0.906436
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk011,cross,0.909511
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk012,cross,0.856969
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk013,cross,0.874848
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk014,cross,0.869964
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk015,cross,0.890307
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk016,cross,0.884308
杨戴/阿Q正传__chunk001,蓝/阿Q正传__chunk017,cross,0.839396
杨戴/阿Q正传__chunk001,蓝/风波__chunk001,cross,0.802597
杨戴/阿Q正传__chunk001,蓝/风波__chunk002,cross,0.814013
杨戴/阿Q正传__chunk001,蓝/风波__chunk003,cross,0.795211
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,same,0.935699
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk004,same,0.924726
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk005,same,0.892106
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk006,same,0.927851
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk007,same,0.903159
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk008,same,0.925498
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk009,same,0.923435
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk010,same,0.915251
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk011,same,0.919184
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk012,same,0.918404
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk013,same,0.888362
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk014,same,0.904541
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk015,same,0.892154
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk016,same,0.911512
杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk017,same,0.885652
杨戴/阿Q正传__chunk002,杨戴/风波__chunk001,same,0.790581
杨戴/阿Q正传__chunk002,杨戴/风波__chunk002,same,0.798805
杨戴/阿Q正传__chunk002,杨戴/风波__chunk003,same,0.809412
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk001,cross,0.783571
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk002,cross,0.754377
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk003,cross,0.768735
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk004,cross,0.778728
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk005,cross,0.762931
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk006,cross,0.757898
杨戴/阿Q正传__chunk002,蓝/伤逝__chunk007,cross,0.760624
杨戴/阿Q正传__chunk002,蓝/在酒楼上__chunk001,cross,0.801046
杨戴/阿Q正传__chunk002,蓝/在酒楼上__chunk002,cross,0.801060
杨戴/阿Q正传__chunk002,蓝/在酒楼上__chunk003,cross,0.791142
杨戴/阿Q正传__chunk002,蓝/在酒楼上__chunk004,cross,0.743311
杨戴/阿Q正传__chunk002,蓝/奔月__chunk001,cross,0.803545
杨戴/阿Q正传__chunk002,蓝/奔月__chunk002,cross,0.778363
杨戴/阿Q正传__chunk002,蓝/奔月__chunk003,cross,0.801610
杨戴/阿Q正传__chunk002,蓝/奔月__chunk004,cross,0.759709
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk001,cross,0.835431
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk002,cross,0.822191
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk003,cross,0.795368
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk004,cross,0.786254
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk005,cross,0.743323
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk006,cross,0.738535
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk007,cross,0.787235
杨戴/阿Q正传__chunk002,蓝/孤独者__chunk008,cross,0.798036
杨戴/阿Q正传__chunk002,蓝/幸福的家庭__chunk001,cross,0.792017
杨戴/阿Q正传__chunk002,蓝/幸福的家庭__chunk002,cross,0.802006
杨戴/阿Q正传__chunk002,蓝/幸福的家庭__chunk003,cross,0.752837
杨戴/阿Q正传__chunk002,蓝/故乡__chunk001,cross,0.824928
杨戴/阿Q正传__chunk002,蓝/故乡__chunk002,cross,0.781674
杨戴/阿Q正传__chunk002,蓝/故乡__chunk003,cross,0.803330
杨戴/阿Q正传__chunk002,蓝/明天__chunk001,cross,0.784732
杨戴/阿Q正传__chunk002,蓝/明天__chunk002,cross,0.804249
杨戴/阿Q正传__chunk002,蓝/狂人日记__chunk001,cross,0.754443
杨戴/阿Q正传__chunk002,蓝/狂人日记__chunk002,cross,0.772556
杨戴/阿Q正传__chunk002,蓝/狂人日记__chunk003,cross,0.789395
杨戴/阿Q正传__chunk002,蓝/社戏__chunk001,cross,0.792609
杨戴/阿Q正传__chunk002,蓝/社戏__chunk002,cross,0.809970
杨戴/阿Q正传__chunk002,蓝/社戏__chunk003,cross,0.788187
杨戴/阿Q正传__chunk002,蓝/社戏__chunk004,cross,0.782029
杨戴/阿Q正传__chunk002,蓝/祝福__chunk001,cross,0.800707
杨戴/阿Q正传__chunk002,蓝/祝福__chunk002,cross,0.759392
杨戴/阿Q正传__chunk002,蓝/祝福__chunk003,cross,0.782592
杨戴/阿Q正传__chunk002,蓝/祝福__chunk004,cross,0.742967
杨戴/阿Q正传__chunk002,蓝/祝福__chunk005,cross,0.746860
杨戴/阿Q正传__chunk002,蓝/祝福__chunk006,cross,0.779973
杨戴/阿Q正传__chunk002,蓝/祝福__chunk007,cross,0.720372
杨戴/阿Q正传__chunk002,蓝/离婚__chunk001,cross,0.810232
杨戴/阿Q正传__chunk002,蓝/离婚__chunk002,cross,0.783209
杨戴/阿Q正传__chunk002,蓝/离婚__chunk003,cross,0.778198
杨戴/阿Q正传__chunk002,蓝/肥皂__chunk001,cross,0.776309
杨戴/阿Q正传__chunk002,蓝/肥皂__chunk002,cross,0.784577
杨戴/阿Q正传__chunk002,蓝/肥皂__chunk003,cross,0.777681
杨戴/阿Q正传__chunk002,蓝/肥皂__chunk004,cross,0.754166
杨戴/阿Q正传__chunk002,蓝/药__chunk001,cross,0.770270
杨戴/阿Q正传__chunk002,蓝/药__chunk002,cross,0.778724
杨戴/阿Q正传__chunk002,蓝/药__chunk003,cross,0.766202
杨戴/阿Q正传__chunk002,蓝/铸剑__chunk001,cross,0.814781
杨戴/阿Q正传__chunk002,蓝/铸剑__chunk002,cross,0.787944
杨戴/阿Q正传__chunk002,蓝/铸剑__chunk003,cross,0.805680
